,id,own,Llnassets,Lexport,Lavwage,Linnovation,Llnkapital,LassetsGR,Finnovation
69,4985.0,0.0,-1.4822063,0.0,14902.335,0.0,12.154748,0.389843,1.0
70,4977.0,0.0,-1.8009119,0.0,14093.948,0.0,11.327164,-0.05567646,0.0
71,5275.0,0.0,-0.17674446,0.0,37794.223,0.0,17.888365,-0.061000824,0.0
72,116.0,0.0,-1.7884569,1.0,30109.408,1.0,15.217922,-0.013081551,1.0
73,1736.0,0.0,2.4749908,1.0,46901.223,0.0,17.845148,-0.111917496,1.0
74,5272.0,0.0,3.0082378,1.0,29788.469,1.0,17.35244,0.15156174,1.0
75,3447.0,0.0,2.824194,1.0,14815.346,0.0,14.935091,0.19304657,1.0
76,846.0,0.0,0.9451599,1.0,28846.88,1.0,15.721034,0.063632965,1.0
77,1196.0,0.0,-0.6240673,0.0,28758.098,0.0,13.773111,0.08887482,0.0
78,1527.0,0.0,1.5459824,1.0,18975.818,0.0,15.252589,0.20116043,0.0
79,4625.0,0.0,0.24428654,0.0,15104.957,0.0,14.557023,0.81238365,0.0
80,5261.0,0.0,2.2737436,1.0,13277.558,0.0,17.270657,-0.0126132965,0.0
81,3311.0,0.0,-0.6375561,1.0,14409.672,0.0,13.000687,0.041752815,0.0
82,568.0,0.0,2.7387333,1.0,40144.434,0.0,16.614033,0.007051468,0.0
83,5255.0,0.0,1.0958252,1.0,27231.936,1.0,16.199385,0.16888046,1.0
84,3511.0,0.0,-1.8498335,0.0,8491.516,0.0,11.058843,0.0054836273,0.0
85,4077.0,0.0,-1.6755238,0.0,12256.141,1.0,11.7789135,0.2678995,0.0
86,4762.0,0.0,-0.046873093,0.0,24919.236,0.0,12.579245,0.008997917,0.0
87,1800.0,0.0,4.372115,1.0,40886.434,0.0,19.562473,0.29281235,1.0
88,2589.0,0.0,2.3060036,1.0,28961.996,1.0,17.666134,0.047956467,1.0
89,537.0,0.0,-1.093771,0.0,27822.574,0.0,13.043692,0.077423096,0.0
90,325.0,0.0,0.124341965,1.0,15444.241,0.0,13.212968,0.0378685,0.0
91,4221.0,0.0,-0.68278027,0.0,13208.186,0.0,14.371453,-0.0959816,0.0
92,808.0,0.0,-1.052475,1.0,31591.408,0.0,12.087998,0.02777195,0.0
93,5351.0,0.0,1.6781864,1.0,42162.05,1.0,17.660631,-0.040103912,1.0
94,1783.0,0.0,0.72478104,1.0,25993.562,1.0,16.046946,0.17594147,0.0
95,1558.0,0.0,-2.0065022,0.0,22583.305,1.0,12.246001,-0.063539505,0.0
96,4167.0,0.0,-1.5438385,0.0,11907.647,0.0,11.067239,0.12764263,0.0
97,2710.0,0.0,-0.25868988,1.0,18037.082,0.0,13.975937,-0.07310772,0.0
98,225.0,0.0,-3.0141077,0.0,16028.97,0.0,11.708822,0.20721436,0.0
99,548.0,0.0,3.598607,0.0,66262.88,0.0,18.150635,-0.037111282,0.0
100,4820.0,0.0,-0.97574234,0.0,26738.879,0.0,12.788108,-0.20284653,0.0
101,2985.0,0.0,-1.3794298,0.0,26518.963,0.0,13.072228,-0.00027370453,1.0
102,4454.0,0.0,1.5084858,1.0,41224.117,0.0,15.941824,0.24526787,0.0
103,934.0,0.0,-1.9063005,0.0,18879.49,0.0,10.528477,0.20314407,0.0
104,2266.0,0.0,3.551488,1.0,59010.082,1.0,18.901651,0.032157898,1.0
105,5333.0,0.0,2.1657505,1.0,26752.764,1.0,16.315956,-0.17930603,0.0
106,4780.0,0.0,1.4883156,1.0,25292.402,0.0,14.501673,0.24985123,0.0
107,1018.0,0.0,0.15156937,0.0,18934.428,0.0,12.71841,0.0067539215,0.0
108,4310.0,0.0,-2.668023,0.0,9506.337,0.0,10.132128,-0.8600712,0.0
109,2905.0,0.0,-1.3569069,0.0,17731.62,0.0,12.035969,0.010630608,0.0
110,4131.0,0.0,1.6852846,1.0,30957.895,0.0,15.503099,0.29429817,0.0
111,3534.0,0.0,-1.5277166,0.0,20005.56,0.0,12.615416,-0.003332138,0.0
112,3047.0,0.0,0.3989458,1.0,28582.527,0.0,14.33699,-0.15127087,0.0
113,3673.0,0.0,-2.017684,0.0,23802.629,0.0,11.206443,0.3659973,0.0
114,5203.0,0.0,-0.77725124,1.0,12167.223,0.0,12.013858,0.34453678,0.0
115,4472.0,0.0,-0.1902895,1.0,32625.25,1.0,15.9014,0.015468597,1.0
116,3241.0,0.0,1.996851,1.0,41672.875,1.0,18.887957,0.02205658,1.0
117,2421.0,0.0,1.8645,1.0,39490.84,1.0,17.34377,0.3746376,1.0
118,1535.0,0.0,-2.1059484,1.0,17184.078,0.0,14.226197,0.08411503,0.0
119,5198.0,0.0,0.8424177,0.0,32114.11,0.0,13.777928,0.17495537,0.0
120,5194.0,0.0,0.25391674,1.0,23172.623,1.0,14.761503,0.21751308,0.0
121,5193.0,0.0,0.036403656,1.0,20333.121,0.0,14.492709,-0.03251362,0.0
122,5192.0,0.0,-0.22656536,1.0,26683.838,0.0,11.745512,0.6615963,0.0
123,802.0,0.0,-0.639555,1.0,34088.793,1.0,14.167623,0.11334896,0.0
124,1518.0,0.0,-1.4917488,1.0,25102.824,0.0,13.926367,-0.11619282,0.0
125,555.0,0.0,3.8478708,1.0,80518.23,1.0,17.788733,-0.048229218,1.0
126,2285.0,0.0,-0.9912319,1.0,32410.49,0.0,13.883361,-0.08456707,1.0
127,2061.0,0.0,0.22287464,1.0,16479.266,1.0,14.343287,-0.07864666,0.0
128,2005.0,0.0,-1.6539278,1.0,22399.066,0.0,13.130316,0.052289963,1.0
129,4039.0,0.0,0.21443653,1.0,24430.137,0.0,14.087144,0.10163307,0.0
130,5381.0,0.0,-1.3012018,0.0,21834.123,0.0,14.43741,-0.535305,0.0
131,2120.0,0.0,0.5993767,0.0,47979.613,0.0,17.127094,0.039424896,0.0
132,3822.0,0.0,-1.7813988,0.0,13024.188,1.0,14.624832,0.029604912,1.0
133,3330.0,0.0,1.0813446,1.0,26050.518,1.0,15.538184,0.045635223,1.0
134,4518.0,0.0,-1.7127066,0.0,13546.417,0.0,10.832152,0.15015316,0.0
135,3815.0,0.0,-2.022873,1.0,15912.994,0.0,14.426127,0.110648155,1.0
136,3997.0,0.0,1.8071136,1.0,19999.932,1.0,14.348953,-0.020965576,1.0
137,356.0,0.0,-3.0497475,0.0,15586.348,0.0,10.913401,0.00059223175,0.0
138,3535.0,0.0,-1.6668081,0.0,19263.916,0.0,12.766988,-0.13909149,0.0
139,626.0,0.0,-0.79879475,0.0,23328.725,0.0,13.768672,-0.14383793,0.0
140,4087.0,0.0,-0.61416817,1.0,15518.123,0.0,12.569836,0.12177944,0.0
141,4301.0,0.0,-2.0250044,0.0,23965.566,0.0,11.089114,0.21296883,0.0
142,945.0,0.0,-1.1588621,1.0,40630.33,1.0,14.465848,-0.029982567,1.0
143,3697.0,0.0,-1.631279,0.0,20024.285,0.0,11.361222,-0.03992176,0.0
144,5158.0,0.0,-0.9202156,0.0,15939.14,1.0,14.602385,0.3012228,0.0
145,1340.0,0.0,0.58755684,1.0,31410.441,0.0,16.199308,-0.040319443,0.0
146,2413.0,0.0,2.4591885,1.0,27827.7,0.0,16.88564,0.13320732,0.0
147,3490.0,0.0,-1.4684305,1.0,22534.555,0.0,13.87738,0.045560837,0.0
148,5154.0,0.0,0.5656576,1.0,15884.968,0.0,15.062874,-0.05568981,0.0
149,1427.0,0.0,0.41119385,1.0,34623.703,1.0,17.28238,0.086437225,1.0
150,1755.0,0.0,-0.7273712,0.0,23110.93,0.0,12.954432,-0.06865597,0.0
151,1779.0,0.0,-0.07588673,0.0,40832.53,0.0,11.35917,-0.032204628,0.0
152,3799.0,0.0,-2.5460606,0.0,14964.426,0.0,11.584312,0.13174248,0.0
153,4076.0,0.0,-1.9434233,0.0,11283.04,1.0,11.881547,0.2216711,0.0
154,5145.0,0.0,-1.0669413,0.0,23007.371,0.0,12.710165,0.031778336,1.0
155,4329.0,0.0,-0.62846375,0.0,13399.797,0.0,11.626397,0.39366436,0.0
156,3112.0,0.0,-1.5143003,1.0,24261.455,0.0,13.109828,-0.040712357,1.0
157,118.0,0.0,-1.3425694,1.0,42842.715,1.0,15.233097,0.2988882,1.0
158,2915.0,0.0,-1.8723116,0.0,14188.422,0.0,11.925022,0.6313143,1.0
159,3925.0,0.0,-2.3958435,1.0,26013.125,1.0,12.614085,0.099282265,0.0
160,2364.0,0.0,0.49064064,1.0,47660.73,0.0,16.761509,-0.18099785,1.0
161,1458.0,0.0,-1.357317,0.0,30440.953,0.0,12.559148,0.23498917,0.0
162,5131.0,0.0,-1.7129459,0.0,15606.8,0.0,10.837007,-0.7589245,1.0
163,5379.0,0.0,-2.0892267,0.0,13919.039,0.0,12.081838,-0.19660664,0.0
164,1248.0,0.0,-2.6523542,0.0,8625.112,0.0,9.643276,0.28119087,0.0
165,5128.0,0.0,-1.0098858,1.0,26091.094,1.0,12.34218,0.12104225,0.0
166,1097.0,0.0,-1.0985832,1.0,23329.87,0.0,16.333279,0.13641167,0.0
167,2736.0,0.0,2.757393,0.0,48289.52,1.0,17.977064,0.043912888,1.0
168,3203.0,0.0,1.5109806,1.0,38822.375,0.0,17.380568,-0.044254303,1.0
169,5121.0,0.0,-0.17486668,0.0,14244.52,0.0,10.557735,0.99402046,0.0
170,5120.0,0.0,0.10932636,0.0,19356.9,1.0,14.578857,-0.13920116,0.0
171,2547.0,0.0,-1.5284224,1.0,14592.378,0.0,11.950619,0.07559967,0.0
172,3524.0,0.0,-0.6743088,0.0,22534.594,0.0,13.817056,0.1899662,0.0
173,4794.0,0.0,-0.4608612,1.0,18936.176,1.0,14.90815,0.06600952,1.0
174,483.0,0.0,0.7617302,1.0,30317.643,0.0,17.437025,0.04392624,1.0
175,3744.0,0.0,-0.04562664,1.0,36387.812,0.0,14.464321,-0.08874321,0.0
176,4633.0,0.0,-2.19236,0.0,11622.771,0.0,11.197204,-0.08081722,0.0
177,4303.0,0.0,-2.3638973,0.0,25483.707,0.0,10.878887,-0.22634506,0.0
178,3067.0,0.0,-2.5819063,1.0,18598.9,0.0,14.176509,0.18626118,0.0
179,1864.0,0.0,0.64554024,1.0,35867.875,0.0,16.761406,0.09365845,0.0
180,5104.0,0.0,-1.0870972,1.0,30056.156,1.0,15.191645,0.06381798,1.0
181,2150.0,0.0,-2.2274494,0.0,12480.478,0.0,11.74025,-0.15795422,0.0
182,5102.0,0.0,-1.9443417,1.0,25232.967,1.0,15.221805,0.16956139,1.0
183,2078.0,0.0,3.5537663,1.0,27142.441,1.0,18.571146,0.035274506,1.0
184,3362.0,0.0,-0.6049166,1.0,13862.694,0.0,13.415326,0.09168625,0.0
185,2068.0,0.0,0.9068203,1.0,14698.134,0.0,15.089503,0.05457878,0.0
186,4534.0,0.0,-1.6552792,0.0,25193.832,0.0,11.770447,0.107029915,0.0
187,3754.0,0.0,-3.1066856,0.0,9268.735,0.0,11.27603,-0.48624992,0.0
188,5361.0,0.0,-0.048867226,1.0,16690.588,0.0,14.508524,-0.11961937,0.0
189,3331.0,0.0,1.1510639,1.0,25397.576,0.0,15.635418,0.069719315,1.0
190,5058.0,0.0,-1.7212791,0.0,19867.775,0.0,13.5829115,0.07101345,0.0
191,4730.0,0.0,0.12428856,0.0,21268.068,0.0,13.722401,-0.082045555,0.0
192,4676.0,0.0,-1.6756296,0.0,14928.978,0.0,13.852942,-0.053531647,0.0
193,447.0,0.0,0.91814995,1.0,36876.664,0.0,15.614095,0.006559372,1.0
194,359.0,0.0,-0.8450327,0.0,30063.848,0.0,13.450064,-0.09357548,0.0
195,1295.0,0.0,-0.56207085,0.0,22614.127,0.0,14.6955,0.058454514,0.0
196,3097.0,0.0,-2.127592,0.0,20713.523,0.0,13.536054,-0.13183117,0.0
197,2465.0,0.0,-0.2696581,0.0,31050.059,1.0,15.527241,-0.3446951,0.0
198,3643.0,0.0,1.8580561,1.0,12439.385,1.0,15.20058,0.03347397,1.0
199,3537.0,0.0,-2.5944958,0.0,15826.721,0.0,9.977563,-0.0823555,1.0
200,4965.0,0.0,-2.6601362,0.0,20343.48,0.0,11.765236,-0.7752371,0.0
201,3426.0,0.0,-1.2504435,1.0,36844.06,1.0,12.429071,0.0175457,0.0
202,1517.0,0.0,-1.375556,1.0,17031.264,0.0,13.972651,-0.0017652512,0.0
203,5067.0,0.0,-2.8204346,0.0,8938.252,0.0,10.937692,-0.046607018,0.0
204,3410.0,0.0,-2.299676,0.0,7394.749,0.0,10.678943,0.1956091,0.0
205,834.0,0.0,1.9040194,0.0,24031.273,1.0,15.849784,0.018014908,0.0
206,4300.0,0.0,-2.2379732,0.0,22539.947,0.0,11.183205,0.0931015,0.0
207,5059.0,0.0,-2.4005318,0.0,13665.941,0.0,13.769543,0.5434036,1.0
208,3075.0,0.0,-3.0812006,0.0,11611.329,0.0,11.1584215,-0.050089836,0.0
209,3393.0,0.0,-2.5644932,1.0,26305.633,0.0,11.327191,-0.30529785,0.0
210,2023.0,0.0,0.22312164,1.0,51106.254,1.0,14.671891,0.32688332,1.0
211,1490.0,0.0,-0.95433235,1.0,32382.645,1.0,14.122574,0.02816391,1.0
212,1871.0,0.0,-1.960948,0.0,26241.51,0.0,10.578118,0.24696732,1.0
213,3358.0,0.0,-0.5546036,1.0,29029.176,0.0,14.139112,0.11237335,1.0
214,1673.0,0.0,0.13800049,1.0,35877.43,0.0,15.748692,0.21135521,0.0
215,2661.0,0.0,-0.98940086,0.0,10972.7,0.0,13.939861,0.3751707,0.0
216,99.0,0.0,-3.1742172,0.0,9507.388,0.0,11.401479,0.17343998,0.0
217,5085.0,0.0,0.6089163,0.0,34500.99,0.0,14.850768,0.05328083,0.0
218,1593.0,0.0,-0.6022825,1.0,22053.428,0.0,14.776569,0.013548851,1.0
219,5040.0,0.0,-0.5417681,1.0,26375.518,0.0,11.950678,-0.038990974,0.0
220,296.0,0.0,0.2309866,1.0,21316.27,0.0,14.263972,0.28635025,0.0
221,4212.0,0.0,-2.5653572,0.0,35950.21,0.0,11.580405,-0.3311348,1.0
222,280.0,0.0,1.4088697,1.0,16927.514,0.0,14.130278,-0.011497498,0.0
223,864.0,0.0,0.9515066,1.0,16003.121,0.0,14.647785,0.08246231,0.0
224,807.0,0.0,-1.0802469,1.0,29670.855,0.0,12.175395,0.100091934,0.0
225,450.0,0.0,2.3481197,1.0,33750.008,1.0,15.972313,0.15147972,0.0
226,4937.0,0.0,-0.7911854,0.0,15554.859,0.0,13.268842,0.1595869,0.0
227,1788.0,0.0,0.9875765,0.0,32379.092,0.0,17.043362,-0.12762451,1.0
228,2642.0,0.0,2.5929708,1.0,14077.059,1.0,15.5735035,0.088409424,1.0
229,2418.0,0.0,1.805212,1.0,31052.871,1.0,17.101017,0.0011940002,1.0
230,1032.0,0.0,-1.5252914,1.0,17403.336,0.0,12.4593725,0.39609337,0.0
231,5004.0,0.0,-1.2141504,1.0,13121.431,0.0,13.621593,0.10064793,0.0
232,955.0,0.0,-2.2874346,0.0,13224.715,0.0,11.939784,0.10151768,0.0
233,2674.0,0.0,-1.8336535,0.0,18828.316,0.0,12.8457155,0.106469154,0.0
234,104.0,0.0,-2.8491526,1.0,27951.928,0.0,12.17713,0.1231966,0.0
235,3525.0,0.0,-0.6630459,0.0,24832.408,0.0,13.76557,0.011262894,0.0
236,520.0,0.0,0.43440342,1.0,26684.21,0.0,12.695753,0.1575756,0.0
237,185.0,0.0,-0.91612434,1.0,29269.643,0.0,13.802249,-0.009280205,0.0
238,3030.0,0.0,-2.5615053,0.0,24714.893,0.0,13.023349,0.080337524,0.0
239,3363.0,0.0,-0.5187149,1.0,20016.885,0.0,13.389407,0.08620167,0.0
240,3734.0,0.0,0.48241425,0.0,20288.873,1.0,13.934499,-0.40028763,1.0
241,36.0,0.0,0.50433445,1.0,19718.885,1.0,15.333298,-0.3572445,1.0
242,4091.0,0.0,-0.52939606,0.0,15836.573,0.0,14.657824,-0.17568016,0.0
243,491.0,0.0,-1.9241943,0.0,24040.396,0.0,11.690928,-0.5020418,1.0
244,42.0,0.0,-1.7360573,0.0,19020.182,0.0,13.076958,0.055721283,0.0
245,43.0,0.0,-1.8352346,0.0,17509.426,0.0,13.0296135,-0.09917736,0.0
246,44.0,0.0,-1.8750849,0.0,23830.385,0.0,13.1813755,-0.039850235,0.0
247,2988.0,0.0,3.4696608,1.0,48087.46,0.0,18.678278,-0.18294525,0.0
248,4344.0,0.0,1.7556686,1.0,17900.791,1.0,15.314415,0.08572197,1.0
249,51.0,0.0,0.80830574,1.0,39264.977,0.0,15.380612,0.19994736,0.0
250,3401.0,0.0,-1.4877806,1.0,37095.457,1.0,15.319644,0.12876892,1.0
251,918.0,0.0,2.182191,1.0,27318.213,1.0,15.526779,0.07539368,0.0
252,4356.0,0.0,0.14017487,1.0,15262.394,0.0,11.282182,0.31746006,1.0
253,55.0,0.0,0.90021706,1.0,41958.047,0.0,15.218488,-0.16600037,0.0
254,4055.0,0.0,0.6545429,0.0,41235.44,0.0,14.2584095,-0.0986166,0.0
255,971.0,0.0,-2.074625,1.0,20557.65,0.0,13.399922,-0.006896019,0.0
256,61.0,0.0,-1.3307943,0.0,29507.027,0.0,12.028107,0.23339081,0.0
257,17.0,0.0,1.7769318,1.0,36667.016,0.0,16.899897,-0.099624634,1.0
258,1305.0,0.0,-1.4695854,0.0,20250.53,0.0,12.644099,-0.23842907,0.0
259,2454.0,0.0,0.5211601,1.0,26635.611,1.0,15.702582,0.070669174,1.0
260,3686.0,0.0,0.7935829,1.0,48336.695,1.0,18.494057,0.013490677,0.0
261,2115.0,0.0,1.7220688,1.0,13780.302,0.0,16.80352,-0.20028496,0.0
262,3239.0,0.0,0.47310448,1.0,45052.246,1.0,16.299072,-0.6060085,1.0
263,3804.0,0.0,0.2918129,1.0,10920.195,0.0,11.967727,-0.019987106,0.0
264,1913.0,0.0,-2.731288,0.0,17478.508,0.0,11.7704,0.09586811,0.0
265,339.0,0.0,-2.3798323,0.0,6531.8174,0.0,10.440201,0.013363838,0.0
266,77.0,0.0,-1.6010351,0.0,13554.71,0.0,12.56578,-0.049948692,0.0
267,3897.0,0.0,0.56869316,0.0,11635.687,0.0,11.514918,0.75138664,0.0
268,5202.0,0.0,-0.87627316,0.0,17992.275,0.0,11.387204,-0.0018882751,0.0
269,5271.0,0.0,2.9377031,1.0,55966.742,0.0,17.317766,-0.083444595,0.0
270,2924.0,0.0,-0.34432602,1.0,15043.053,0.0,13.85977,0.024045944,0.0
271,2645.0,0.0,-0.22485924,1.0,16835.25,1.0,12.541385,0.25262833,1.0
272,2854.0,0.0,0.14554405,1.0,21614.887,0.0,14.439347,-0.34456158,0.0
273,1004.0,0.0,-2.8386497,1.0,34852.766,0.0,13.004201,-0.20258045,0.0
274,4380.0,0.0,2.3875246,1.0,33586.14,1.0,17.850143,-0.010410309,0.0
275,4528.0,0.0,-2.7120275,0.0,8419.285,0.0,9.566142,0.09828663,0.0
276,205.0,0.0,-1.164649,1.0,18985.572,0.0,13.384737,-0.09573746,0.0
277,23.0,0.0,-0.6021681,1.0,24684.145,0.0,15.729551,-1.0921068,1.0
278,3983.0,0.0,-0.5779667,1.0,20016.635,1.0,15.92678,0.104875565,1.0
279,1548.0,0.0,1.8299026,1.0,24016.348,0.0,16.583687,0.12760735,0.0
280,806.0,0.0,-1.1803389,1.0,30179.64,0.0,11.818035,-0.018465996,0.0
281,3762.0,0.0,1.6300602,1.0,22762.652,0.0,17.675842,0.008117676,0.0
282,5347.0,0.0,2.924572,1.0,67821.1,1.0,18.072021,-0.42347717,1.0
283,244.0,0.0,0.21487713,1.0,21922.945,0.0,11.074147,-0.062594414,0.0
284,4515.0,0.0,-1.1250801,0.0,16787.186,0.0,12.630369,0.14584541,0.0
285,108.0,0.0,-3.1926126,1.0,14237.459,0.0,12.295682,-0.06624222,0.0
286,1562.0,0.0,-0.010196686,0.0,20343.115,0.0,15.980996,0.24198341,0.0
287,2346.0,0.0,0.29253578,0.0,16602.334,0.0,14.543552,0.016525269,0.0
288,114.0,0.0,-1.6598358,1.0,30932.408,0.0,15.287778,0.07353115,1.0
289,2609.0,0.0,-0.19988918,1.0,20768.129,0.0,14.828166,-0.11388016,0.0
290,5274.0,0.0,-0.11574364,1.0,34411.734,0.0,17.962046,0.09444618,0.0
291,4771.0,0.0,0.008615494,1.0,34903.395,1.0,14.432348,0.18330002,1.0
292,4372.0,0.0,-1.0249586,0.0,16261.42,1.0,10.689731,0.22731209,0.0
293,2016.0,0.0,-0.25316238,1.0,27928.703,1.0,15.018124,-0.051308632,1.0
294,312.0,0.0,-1.8786402,1.0,15729.934,1.0,13.241723,0.048358917,1.0
295,3187.0,0.0,2.9516096,1.0,35557.285,1.0,18.880035,0.072927475,0.0
296,131.0,0.0,-1.232748,1.0,23000.209,1.0,12.996763,-0.14482403,0.0
297,658.0,0.0,1.1959534,1.0,33404.883,1.0,15.38141,0.3577404,0.0
298,2716.0,0.0,-2.350997,0.0,17249.512,0.0,12.294323,0.21551228,0.0
299,1519.0,0.0,-1.6014299,1.0,17530.307,0.0,14.029584,-0.10968113,0.0
300,2232.0,0.0,1.353509,1.0,39587.47,0.0,15.306232,-0.079294205,0.0
301,3114.0,0.0,-1.1810932,1.0,22945.79,1.0,13.995181,0.1798439,0.0
302,612.0,0.0,0.5665703,1.0,19852.77,1.0,14.002837,0.25762367,1.0
